Permit Number,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location
15-17240,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/13/2015,01/29/2015,10600003100,La Mexicana Market,Fusions Queens Inc,989  Murfreesboro PIKE,Nashville,TN,37211.00000,16,37015802,"989 Murfreesboro PIKE
Nashville, TN 37211
(36.129403, -86.714665)"
15-00989,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/10/2015,08/13/2015,10314002600,Reserva Cigars,Reserva Cigars LLC,73  WHITE BRIDGE PIKE,NASHVILLE,TN,37205.00000,24,37018102,"73 WHITE BRIDGE PIKE
NASHVILLE, TN 37205
"
12-19456,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/11/2012,05/21/2012,17100015000,O'Charley's Restaurant,O'Charley's LLC,100 E PARK DR  O'CHARLEYS,BRENTWOOD,TN,37027.00000,34,37018700,"100 E PARK DR O'CHARLEYS
BRENTWOOD, TN 37027
(36.036836, -86.790899)"
09-16484,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/30/2009,04/23/2009,11905030800,Mini Market,Hafiz Yafai,2600  Foster AVE,Nashville,TN,37210.00000,16,37017300,"2600 Foster AVE
Nashville, TN 37210
(36.117077, -86.743393)"
09-16535,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/02/2009,09/04/2009,16400031600,"Publix Tennessee, LLC","Publix Tennessee, LLC",3532  Murfreesboro PIKE,Antioch,TN,37013.00000,33,37015631,"3532 Murfreesboro PIKE
Antioch, TN 37013
(36.051386, -86.615686)"
17-25127,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/14/2017,08/10/2017,10801006200,HAMPTON INN & SUITES NASHVILLE AIRPORT,,583  DONELSON PIKE,NASHVILLE,TN,37214.00000,15,37015502,"583 DONELSON PIKE
NASHVILLE, TN 37214
(36.143063, -86.666577)"
12-19497,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/02/2012,07/26/2012,10403025800,PF Chang's China Bistro,"PF Chang's China Bistro, Inc.",2525  West End AVE  2535,Nashville,TN,37203.00000,18,37016500,"2525 West End AVE 2535
Nashville, TN 37203
(36.146722, -86.808902)"
10-19081,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/07/2010,08/30/2010,11714015900,Table 3,"Metro Restaurant Group, LLC",3821  Green Hills Village DR,Nashville,TN,37215.00000,25,37017901,"3821 Green Hills Village DR
Nashville, TN 37215
(36.10853, -86.815507)"
16-17404,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,13615010100,Mapco Mart 3220,Mapco Express Inc,2827  Smith Springs RD,Nashville,TN,37217.00000,29,37015617,"2827 Smith Springs RD
Nashville, TN 37217
(36.087796, -86.60762)"
13-17073,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/11/2013,09/26/2013,10510018200,Twicedaily,"Tri-Star Energy, LLC",2017  8th AVE S,Nashville,TN,37204.00000,17,37016200,"2017 8th AVE S
Nashville, TN 37204
(36.132561, -86.779214)"
17-00201,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor, manufacture",02/16/2017,03/10/2017,11400013700,Tailgate Beer,Tailgate Beer LLC,7300  Charlotte PIKE,Nashville,TN,37209.00000,22,37018301,"7300 Charlotte PIKE
Nashville, TN 37209
(36.119325, -86.919354)"
13-19658,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/31/2012,01/02/2013,11613009100,The Harding House,"Harding House, Inc.",5025  Harding PIKE,Nashville,TN,37205.00000,23,37018500,"5025 Harding PIKE
Nashville, TN 37205
(36.107226, -86.8667)"
11-16805,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/29/2011,07/14/2011,14900023500,"Khool Mart, Inc.","Khool Mart, Inc.",2615  Murfreesboro PIKE,Nashville,TN,37217.00000,32,37015626,"2615 Murfreesboro PIKE
Nashville, TN 37217
(36.07276, -86.636993)"
17-20493,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/24/2017,05/04/2017,13315014500,Cafe Madera,Cafe Madera LLC,3961  Nolensville PIKE,Nashville,TN,37211.00000,26,37018901,"3961 Nolensville PIKE
Nashville, TN 37211
(36.085327, -86.728563)"
14-19874,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/13/2014,04/17/2014,13500030700,Nashboro Golf Club,TLWP Inc,945  NASHBORO BLVD  CLUBHOUSE,NASHVILLE,TN,37217.00000,29,37015612,"945 NASHBORO BLVD CLUBHOUSE
NASHVILLE, TN 37217
(36.089591, -86.641953)"
17-25009,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/15/2017,05/25/2017,10503019800,HEMINGWAY'S BAR & HIDEAWAY,,438  HOUSTON ST  160,NASHVILLE,TN,37203.00000,17,37016100,"438 HOUSTON ST 160
NASHVILLE, TN 37203
(36.142833, -86.766481)"
15-20191,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/23/2015,10/05/2015,13005000100,Zoe's Kitchen,Zoes Restaurant Nashville LLC,6025  Highway 100,Nashville,TN,37205.00000,34,37018500,"6025 Highway 100
Nashville, TN 37205
(36.098298, -86.872295)"
15-17288,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/22/2015,10/19/2015,10616007100,Egyptian Latino Market,Meshreky Meshreky,619  Millwood DR,Nashville,TN,37217.00000,15,37015803,"619 Millwood DR
Nashville, TN 37217
(36.129684, -86.714455)"
13-19729,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/03/2013,05/23/2013,17100014900,Tenno Japanese Restaurant,Standforest Corporation,4932  Thoroughbred LN,Brentwood,TN,37027.00000,34,37018700,"4932 Thoroughbred LN
Brentwood, TN 37027
(36.035539, -86.787551)"
15-17230,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,11909012200,Walgreens,Walgreen Co.,2819  Nolensville PIKE,Nashville,TN,37211.00000,16,37017300,"2819 Nolensville PIKE
Nashville, TN 37211
(36.111739, -86.745621)"
13-17051,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/24/2013,07/11/2013,13315011400,Elysian Market,Amgad Abdelsayed,3815  Nolensville PIKE,Nashville,TN,37211.00000,26,37018901,"3815 Nolensville PIKE
Nashville, TN 37211
(36.087256, -86.730604)"
16-20238,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/11/2016,02/19/2016,10501023300,Old Glory,Old Glory LLC,1200  Villa PL  103,Nashville,TN,37212.00000,17,37016300,"1200 Villa PL 103
Nashville, TN 37212
(36.142756, -86.791967)"
16-17336,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/29/2016,07/29/2016,135140B09000CO,Aldi,Aldi (Indiana) LP,1911  Ransom PL,Nashville,TN,37217.00000,28,37015614,"1911 Ransom PL
Nashville, TN 37217
(36.088834, -86.650728)"
13-19721,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/25/2013,05/09/2013,17100002400,Brentwood Suites Hotel,"Brentwood Suites Group, Partnership",622  Church ST E,Brentwood,TN,37027.00000,4,37018803,"622 Church ST E
Brentwood, TN 37027
(36.033528, -86.779253)"
17-17455,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/03/2017,03/23/2017,18300003200,Thorntons,Thorntons Inc.,13000  Old Hickory BLVD,Antioch,TN,37013.00000,33,37015630,"13000 Old Hickory BLVD
Antioch, TN 37013
(36.016596, -86.619927)"
05-16040,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/25/2005,09/08/2005,16100004700,Kroger,Kroger Limited Partnership,5713  Edmondson PIKE,Nashville,TN,37211.00000,32,18800909,"5713 Edmondson PIKE
Nashville, TN 37211
(36.039375, -86.74345)"
15-17289,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/05/2015,11/02/2015,14000007600,Twicedaily,Tri Star Energy LLC,8020  McCrory LN,Nashville,TN,37221.00000,35,37018302,"8020 McCrory LN
Nashville, TN 37221
(36.079955, -87.022904)"
15-20133,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/21/2015,07/09/2015,11714014100,Ginza Japanese Restaurant,Toshima Inc,3900  Hillsboro PIKE  10,Nashville,TN,37215.00000,25,37017702,"3900 Hillsboro PIKE 10
Nashville, TN 37215
(36.105843, -86.813849)"
15-17229,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/18/2014,01/08/2015,15000026300,Walgreens,Walgreen Co.,2909  Murfreesboro PIKE,Antioch,TN,37013.00000,32,37015629,"2909 Murfreesboro PIKE
Antioch, TN 37013
(36.064455, -86.628112)"
16-17394,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,14700000700,Mapco Mart 3184,Mapco Express Inc,4190  Nolensville PIKE,Nashville,TN,37211.00000,30,37019004,"4190 Nolensville PIKE
Nashville, TN 37211
(36.077405, -86.725671)"
01-15472,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/20/2001,10/11/2001,16100004600,Daily's,Tri-Star Energy LLC,5701  Edmondson PIKE,Nashville,TN,37211.00000,32,18800909,"5701 Edmondson PIKE
Nashville, TN 37211
(36.039655, -86.743463)"
12-16891,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/11/2012,04/26/2012,13400016500,R&K Market,"Kyong McCarter, Robert McCarter",351  Harding PL,Nashville,TN,37211.00000,28,37015613,"351 Harding PL
Nashville, TN 37211
(36.086858, -86.696356)"
09-16566,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/29/2009,11/19/2009,10516018700,US Discount Tobacco and Beer,"Ebram Shalaby, Girgis Sefin, Sameh Dous",1997  Nolensville PIKE,Nashville,TN,37211.00000,17,37017200,"1997 Nolensville PIKE
Nashville, TN 37211
(36.131219, -86.756265)"
02-15527,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/26/2001,02/01/2002,10200008700,Wal-Mart Supercenter,"Wal-Mart Stores East, LP",7044  Charlotte PIKE,Nashville,TN,37209.00000,35,37018301,"7044 Charlotte PIKE
Nashville, TN 37209
(36.129191, -86.905123)"
03-15725,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/09/2002,01/09/2003,14604000100,Linda's Quick Stop,Linda Mason,731  Harding PL,Nashville,TN,37211.00000,26,37018801,"731 Harding PL
Nashville, TN 37211
(36.081349, -86.759549)"
10-16601,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/30/2009,12/31/2009,14200018300,CVS/Pharmacy,Tennessee CVS Pharmacy LLC,7112  Highway 70  S,Nashville,TN,37221.00000,22,37018401,"7112 Highway 70 S
Nashville, TN 37221
(36.074198, -86.922072)"
10-19178,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/02/2010,04/29/2010,13102003700,Corner Pub,CPR Enterprises Inc.,4109  HILLSBORO PIKE,NASHVILLE,TN,37215.00000,25,37017901,"4109 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.101688, -86.817928)"
17-25118,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/11/2017,08/01/2017,10208011700,TEQUILA'S,,3736  ANNEX AVE  107,NASHVILLE,TN,37209.00000,20,37018101,"3736 ANNEX AVE 107
NASHVILLE, TN 37209
(36.14071, -86.88272)"
06-18604,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/25/2006,12/28/2006,16100015000,Pizza Hut,"NPC International, Inc.",5787  Nolensville PIKE,Nashville,TN,37211.00000,27,37019105,"5787 Nolensville PIKE
Nashville, TN 37211
(36.045781, -86.713301)"
13-17057,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/12/2013,07/29/2013,11812006200,Twicedaily,"Tri-Star Energy, LLC",648  Thompson LN,Nashville,TN,37204.00000,17,37017200,"648 Thompson LN
Nashville, TN 37204
(36.111498, -86.75791)"
13-19818,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/13/2013,10/28/2013,093060A00100CO,The Farm House,"Spoons, LLC",210  Almond ST,Nashville,TN,37201.00000,19,37019500,"210 Almond ST
Nashville, TN 37201
(36.159196, -86.77522)"
16-17387,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,08/02/2017,12001014100,Mapco Mart,Mapco Express Inc,1189  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,16,37015802,"1189 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.12107, -86.703981)"
16-20285,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/18/2016,05/12/2016,16100026500,Toyama Japanese Steakhouse,"LKIM, LLC",15532  Old Hickory BLVD,Nashville,TN,37211.00000,27,37019106,"15532 Old Hickory BLVD
Nashville, TN 37211
(36.039888, -86.741034)"
15-00017,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor, manufacture",11/18/2014,03/11/2015,17500014300,Athens Distributing Co. of Nas,Athens Distributing Co. of Nashville,3001  Owen DR,Nashville,TN,37013.00000,33,37015630,"3001 Owen DR
Nashville, TN 37013
(36.01844, -86.620748)"
15-20203,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/22/2015,11/04/2015,11801012400,Bartaco,Bartaco 12 South LLC,2526  12th AVE S,Nashville,TN,37204.00000,17,37017000,"2526 12th AVE S
Nashville, TN 37204
(36.123989, -86.789755)"
17-25185,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/25/2017,10/18/2017,10408011400,SUSHI 88,,2119  BELCOURT AVE,NASHVILLE,TN,37212.00000,18,37016800,"2119 BELCOURT AVE
NASHVILLE, TN 37212
(36.136784, -86.802507)"
09-18954,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/06/2009,01/30/2009,13302025300,Bret's Basement Lounge,Bret Melton,3306  Nolensville PIKE,Nashville,TN,37211.00000,,,"3306 Nolensville PIKE
Nashville, TN 37211
(36.10112, -86.740232)"
15-20072,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/10/2015,03/16/2015,14712007900,Nico Restaurant & Bar,"Faith Onyeabo, Uche Falodun",4750  Nolensville PIKE,Nashville,TN,37211.00000,30,,"4750 Nolensville PIKE
Nashville, TN 37211
(36.06608, -86.717656)"
15-20063,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/22/2014,03/06/2015,093060A00300CO,Bakersfield SoBro,"JJA SoBro, LLC",201  3rd AVE S,Nashville,TN,37201.00000,19,37019500,"201 3rd AVE S
Nashville, TN 37201
(36.15903, -86.774332)"
10-19178,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/02/2010,04/29/2010,13102003700,Corner Pub,CPR Enterprises Inc.,4111  HILLSBORO PIKE,NASHVILLE,TN,37215.00000,25,37017901,"4111 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.101736, -86.817876)"
11-19371,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/27/2011,10/13/2011,10402034400,Cori's Dog House,"Cori's Dog House, LLC",106  29th AVE N,Nashville,TN,37203.00000,21,37016600,"106 29th AVE N
Nashville, TN 37203
(36.145109, -86.813604)"
99-14989,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/31/1998,02/11/1999,13400012500,Sam's Club,"Sam's East, Inc.",1300  Antioch PIKE,Nashville,TN,37211.00000,28,37015613,"1300 Antioch PIKE
Nashville, TN 37211
(36.08629, -86.691301)"
14-00959,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,04/23/2014,05/08/2014,13310004200,La Rancherita Supermarket,La Rancherita Supermarket LLC,3759  Nolensville PIKE,Nashville,TN,37211.00000,26,37017500,"3759 Nolensville PIKE
Nashville, TN 37211
(36.09189, -86.735426)"
17-25120,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/11/2017,08/01/2017,13400029100,Z-MART,,1451  DONELSON PIKE,NASHVILLE,TN,37217.00000,28,37015613,"1451 DONELSON PIKE
NASHVILLE, TN 37217
(36.093831, -86.678365)"
15-17220,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,10315003900,Walgreens,Walgreen Co,4243  Harding PIKE,Nashville,TN,37205.00000,24,37018000,"4243 Harding PIKE
Nashville, TN 37205
(36.127287, -86.84431)"
02-17902,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/26/2002,04/12/2002,16100014000,"La Terraza Taqueria, Inc.","La Terraza Taqueria, Inc.",5751  Nolensville PIKE,Nashville,TN,37211.00000,27,37019105,"5751 Nolensville PIKE
Nashville, TN 37211
(36.047765, -86.713515)"
08-16429,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/26/2008,11/05/2008,11714013700,Trader Joe's,"Trader Joe's East, Inc.",3909A  HILLSBORO PIKE,NASHVILLE,TN,37215.00000,25,37017901,"3909A HILLSBORO PIKE
NASHVILLE, TN 37215
(36.104675, -86.814701)"
09-18957,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/08/2009,02/12/2009,10200009300,Logan's Roadhouse,"Logan's Roadhouse, Inc.",6804  Charlotte PIKE,Nashville,TN,37209.00000,20,37018201,"6804 Charlotte PIKE
Nashville, TN 37209
(36.134192, -86.88953)"
10-19178,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/02/2010,04/29/2010,13102010500,Corner Pub,CPR Enterprises Inc.,4110  HILLSBORO PIKE,NASHVILLE,TN,37215.00000,25,37017901,"4110 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.10153, -86.8181)"
16-00995,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/29/2015,01/28/2016,172120D10900CO,Pork Belly Cafe,Pork Belly Restaurant Group LLC,7009  Lenox Village DR  109,Nashville,TN,37211.00000,31,37019114,"7009 Lenox Village DR 109
Nashville, TN 37211
(36.025529, -86.712003)"
10-16723,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/21/2009,09/23/2010,050120A00100CO,Wal Mart Supercenter,"Wal-Mart Store East, LP",3458  Dickerson PIKE,Nashville,TN,37207.00000,3,37010903,"3458 Dickerson PIKE
Nashville, TN 37207
(36.247178, -86.756717)"
16-17376,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,14200016800,Mapco Mart 3217,Mapco Express Inc,7600  Highway 70   S,Nashville,TN,37221.00000,22,37018401,"7600 Highway 70 S
Nashville, TN 37221
(36.077054, -86.945503)"
03-18107,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/07/2003,11/12/2003,10412027700,P. M.,Prapasri K. Myint,2017  Belmont BLVD,Nashville,TN,37212.00000,18,37016800,"2017 Belmont BLVD
Nashville, TN 37212
(36.131453, -86.795504)"
05-18356,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/14/2005,07/15/2005,10801008000,Radisson Hotel Nashville Airpo,LIBOR Nashville Beverage LLC,1112  Airport Center DR,Nashville,TN,37214.00000,15,37015502,"1112 Airport Center DR
Nashville, TN 37214
(36.143405, -86.664293)"
07-16226,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/30/2006,02/14/2007,14703005200,Wal-Mart Supercenter,"Wal-Mart Stores East, LP",4040  Nolensville PIKE,Nashville,TN,37211.00000,26,37019006,"4040 Nolensville PIKE
Nashville, TN 37211
(36.081531, -86.726926)"
15-17228,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,13500040000,Walgreens,Walgreen Co.,2244  Murfreesboro PIKE,Nashville,TN,37217.00000,29,37015612,"2244 Murfreesboro PIKE
Nashville, TN 37217
(36.088384, -86.64956)"
06-16125,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/20/2006,05/11/2006,16104018000,Zack's Express Mart (Phillips,Sai Phillips Inc.,5101  Nolensville PIKE,Nashville,TN,37211.00000,27,37019105,"5101 Nolensville PIKE
Nashville, TN 37211
(36.058488, -86.716243)"
16-20273,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/14/2016,04/15/2016,16100014000,Subculture Urban Cuisine and C,Subculture Urban Cuisine and Cafe LLC,5737  Nolensville PIKE,Nashville,TN,37211.00000,27,37019105,"5737 Nolensville PIKE
Nashville, TN 37211
(36.047764, -86.713515)"
17-20420,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/25/2017,02/16/2017,11710011100,Courtyard Nashville Green Hill,"CH Bedford Hotel Partners, LLC",3800  Bedford AVE,Nashville,TN,37215.00000,25,37017901,"3800 Bedford AVE
Nashville, TN 37215
(36.109487, -86.819717)"
15-17224,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,10/08/2015,11714013500,Walgreens,Walgreen Co.,3901  Hillsboro PIKE,Nashville,TN,37215.00000,25,37017901,"3901 Hillsboro PIKE
Nashville, TN 37215
(36.105296, -86.814207)"
T18-25536,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2018,,09306402500,JASON ALDEAN'S KITCHEN AND ROOFTOP BAR,,307  BROADWAY,NASHVILLE,TN,37201.00000,19,37019500,"307 BROADWAY
NASHVILLE, TN 37201
(36.161442, -86.77626)"
11-19359,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/08/2011,09/16/2011,10404002100,Chipotle Mexican Grill,Chipotle Mexican Grill of Colorado LLC,400  21st AVE S,Nashville,TN,37203.00000,19,37016400,"400 21st AVE S
Nashville, TN 37203
(36.147229, -86.799368)"
10-16746,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/24/2010,12/17/2010,14800017600,Dollar General,"Dolgencorp, LLC",1805  Antioch PIKE,Antioch,TN,37013.00000,28,37015613,"1805 Antioch PIKE
Antioch, TN 37013
(36.070285, -86.684548)"
08-18857,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/29/2008,06/12/2008,17100000200,Corky's Bar-B-Q,"Oink, Inc.",100  Franklin PIKE,Brentwood,TN,37027.00000,34,37018700,"100 Franklin PIKE
Brentwood, TN 37027
(36.036741, -86.786797)"
15-20100,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/24/2015,05/14/2015,10510029900,Douglas Corner Cafe,Douglas Corner Cafe Inc,2106  8th AVE S,Nashville,TN,37204.00000,17,37017000,"2106 8th AVE S
Nashville, TN 37204
(36.131826, -86.778992)"
15-17256,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/23/2015,05/14/2015,148110A01600CO,Oasis Market,"Neven Jacoub, Samir Samaan",965  Richards RD,Antioch,TN,37013.00000,28,15615,"965 Richards RD
Antioch, TN 37013
(36.069181, -86.683279)"
11-16781,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/15/2011,04/28/2011,16300024800,Hickory Hollow Party Store,Emad Megaly,5306  Hickory Hollow PKWY,Antioch,TN,37013.00000,32,37015629,"5306 Hickory Hollow PKWY
Antioch, TN 37013
(36.046745, -86.654936)"
16-17385,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,10605007600,Mapco Mart 3311,Mapco Express Inc,553  Murfreesboro PIKE,Nashville,TN,37210.00000,17,37015900,"553 Murfreesboro PIKE
Nashville, TN 37210
(36.142173, -86.742434)"
03-18061,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/18/2003,07/11/2003,10800017600,Ruby Tuesday,"Ruby Tuesday, Inc.",520  Donelson PIKE,Nashville,TN,37214.00000,15,37015100,"520 Donelson PIKE
Nashville, TN 37214
(36.147813, -86.666293)"
15-17287,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/24/2015,10/08/2015,14900016500,Jerrys Market,ERnet#2 Inc.,2723  Murfreesboro PIKE,Antioch,TN,37013.00000,32,37015629,"2723 Murfreesboro PIKE
Antioch, TN 37013
(36.07015, -86.634237)"
15-17246,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/10/2015,03/26/2015,16200018600,Stop 1 Express,ARY Investments Inc,14901  Old Hickory BLVD,Nashville,TN,37211.00000,31,37019112,"14901 Old Hickory BLVD
Nashville, TN 37211
(36.044956, -86.702545)"
12-19459,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/10/2012,05/21/2012,10315005100,O'Charley's Restaurant,"O'Charley's, LLC",17  WHITE BRIDGE PIKE,NASHVILLE,TN,37205.00000,24,37018102,"17 WHITE BRIDGE PIKE
NASHVILLE, TN 37205
"
07-16239,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/29/2007,04/12/2007,14810013900,Kwik Stop,"Haywood Lane, Inc.",3906  Apache TRL,Antioch,TN,37013.00000,30,37019108,"3906 Apache TRL
Antioch, TN 37013
(36.0686, -86.693885)"
07-18645,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/29/2007,03/08/2007,10801006800,SpringHill Suites by Marriott,"SpringHill SMC, LLC",730  ROYAL PKWY,NASHVILLE,TN,37214.00000,15,37015502,"730 ROYAL PKWY
NASHVILLE, TN 37214
(36.145606, -86.663786)"
17-17462,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/10/2017,05/04/2017,14810013300,Circle K 3694,MAC's Convenience Stores LLC,198  Haywood LN,Nashville,TN,37211.00000,30,37019108,"198 Haywood LN
Nashville, TN 37211
(36.069522, -86.693414)"
13-00942,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/06/2013,08/08/2013,11816003000,The Black Abbey Brewing Co,"The Black Abbey Brewing Company, LLC",2952  Sidco DR,Nashville,TN,37204.00000,16,37980200,"2952 Sidco DR
Nashville, TN 37204
(36.105978, -86.755864)"
09-16557,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/23/2009,11/05/2009,11912000200,Sam's Express Inc.,Sam's Express Inc.,20  Thompson LN E,Nashville,TN,37211.00000,16,37017401,"20 Thompson LN E
Nashville, TN 37211
(36.114867, -86.719634)"
16-20310,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/25/2016,07/28/2016,17500020100,Starwood Pizza,Starwood Pizza LLC,12637  Old Hickory BLVD,Antioch,TN,37013.00000,33,37015630,"12637 Old Hickory BLVD
Antioch, TN 37013
(36.034955, -86.607829)"
15-17217,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,17100013000,Walgreens,Walgreen Co,101  Franklin PIKE,Brentwood,TN,37027.00000,34,37018700,"101 Franklin PIKE
Brentwood, TN 37027
(36.036492, -86.78693)"
